0,1,2,3,4,5,6,7,8,9,10
4.936392163467182e-06,1.5827874126188331e-06,6.384137904324492e-07,3.7466469093163514e-07,3.048554959340946e-07,2.9010767698406597e-07,2.9051129122957954e-07,2.946373956134143e-07,2.993021048316389e-07,3.037015316362341e-07,3.0770297466276704e-07
8.905194276755558e-06,3.4515918129097897e-06,1.7446216673489258e-06,1.2845408590235387e-06,1.2202407038536929e-06,1.2775726979942276e-06,1.3702827874972039e-06,1.472005720238986e-06,1.5753271011088697e-06,1.6788006080720408e-06,1.7827854883810422e-06
1.5746761626203147e-05,6.305988733952428e-06,3.5445024648637506e-06,2.920202399616755e-06,2.971283443948745e-06,3.231519222252773e-06,3.5543945982565416e-06,3.89546619022664e-06,4.242956351246084e-06,4.595532058112496e-06,4.954919165380063e-06
2.729312211025504e-05,1.118251037119945e-05,6.945182039039129e-06,6.340687505762992e-06,6.859056941626464e-06,7.73113945415187e-06,8.721933686520116e-06,9.76255059456365e-06,1.0836906616002794e-05,1.1945592864608159e-05,1.3093271512588191e-05
4.6369166956183615e-05,1.9575710113245385e-05,1.3550945286519647e-05,1.3643494552318881e-05,1.5626348135128082e-05,1.8259965631558505e-05,2.1178470354221472e-05,2.4279910501656305e-05,2.7545187832252642e-05,3.097908580502107e-05,3.4588079912707766e-05
7.721816544910837e-05,3.39141854873045e-05,2.64130141891284e-05,2.9192487107015972e-05,3.5317803796447514e-05,4.285233827611912e-05,5.124916248931683e-05,6.036848960274773e-05,7.019115082871911e-05,8.07174397987497e-05,9.192791947862939e-05
0.00012604446393777767,5.82056657363216e-05,5.137629795057798e-05,6.206906453040776e-05,7.927652702382617e-05,0.0001001262064988479,0.00012387987040308289,0.00015038644432503165,0.00017961409200303497,0.00021146069521081487,0.00024570221328377734
0.00020167041038763933,9.902731709107013e-05,9.954959614180009e-05,0.00013102832253640166,0.00017683738842123585,0.0002331986730928433,0.00029943537712806393,0.0003755225816767738,0.00046122330506991375,0.0005557237457862552,0.0006577121054021195
0.0003162821620637374,0.0001670705243695351,0.00019179957637686657,0.00027444713987480584,0.0003921438655087509,0.0005416389718043033,0.0007236260628854093,0.0009384792602214968,0.0011843052744653464,0.0014564866855861038,0.001748864530157267
0.0004862071331965974,0.0002795079490310983,0.00036678938016356454,0.0005700377958969946,0.0008644170881217246,0.0012538281797768143,0.001744779699375633,0.0023369327091416056,0.003018273379296659,0.003766772416950574,0.004557440435326739
0.0007326255555493671,0.0004635220191897815,0.0006950531555997635,0.0011732223082178837,0.0018924640590837947,0.00288625506181391,0.004176879414042841,0.00574826342709432,0.007537281359666801,0.009453013947959022,0.01140808390870334
0.0010820738746540168,0.000761385666501871,0.0013029977726696559,0.0023899559210283717,0.004106181486055995,0.006575577940807407,0.009837429718910447,0.013764962238428121,0.018080576825518047,0.022468237582072836,0.026681184064309024
0.0015665558039594841,0.0012374669993272028,0.0024124817941624617,0.004809792168683318,0.008794739427795675,0.01470102409402448,0.02245412020673309,0.03139152688687639,0.040526093966927086,0.049012720721560155,0.056391655014952934
0.0022230485044593233,0.0019873575375179264,0.004403222317370581,0.009535034837346896,0.018470043966774097,0.03181513517605016,0.04857902451450834,0.06621857460949715,0.08215448778800534,0.0950242457346714,0.10469752322677164
0.0030921896177319914,0.0031488803035918697,0.007905181587930748,0.018538044248536733,0.03763965989687319,0.0653429496132448,0.0968628576636502,0.12532295523053674,0.14676748762844752,0.16112011813342902,0.17012897390212434
0.0042159689824745735,0.004913879187323384,0.013922856205931929,0.03512291431954046,0.07333975311658686,0.12430561224608994,0.17336666228421527,0.20911592544378702,0.23068841666028328,0.24245055466833665,0.24862267405151636
0.005634336836841801,0.007538315376376331,0.023977082423089678,0.06429167290197321,0.13416577263415205,0.2142564560751195,0.27550762802057316,0.31041917597621194,0.32735936148421646,0.3350785098328956,0.33857846818592413
0.007380780959719574,0.011346336762166124,0.040215726446060494,0.11249041447749723,0.22641581147150408,0.3316389804838329,0.39374022297261013,0.42197725598410274,0.4335128184146311,0.4381252737139193,0.44000790236594045
0.009477110347284871,0.016722005305863014,0.06539283924452316,0.18600025062582692,0.34893832828399596,0.4656430149841306,0.5199110035977941,0.5407720566554021,0.548383461891293,0.551176893051439,0.5522338363204838
0.011927891177195497,0.024081146587576045,0.10257227179458198,0.2878998561064758,0.4923824313441548,0.6062448200818443,0.6504454658853203,0.6657657983534125,0.6709942909958309,0.6728064345685734,0.6734524065291103
0.014715177646857694,0.03381675696256974,0.15444354194272103,0.4153593882831456,0.6448029306395501,0.7480571889452785,0.783799612612118,0.7955095636078373,0.7993487777842202,0.800625851931432,0.8010597033486273
0.01779432264891765,0.04621614712675735,0.2223211408870921,0.5599109937750597,0.7972087495543094,0.8885263423889185,0.91820010896118,0.9276332069351226,0.9306463136121937,0.9316188992786584,0.9319372996868324
0.021091696961721952,0.061357204078253694,0.305196236675599,0.7108171280382878,0.9444029367092858,1.025571289453187,1.051109718537008,1.059088189515581,1.0615916650245105,1.0623826013813886,1.0626346984134052
0.024505055767376653,0.07900319884716198,0.3993714692326399,0.8585677298908101,1.0832180061943886,1.1566827663830415,1.1794194941241896,1.1864450647953957,1.188622673347288,1.1893005292722842,1.1895126435807561
0.027907053042841256,0.09852581107839063,0.498966084337884,0.9962504856320624,1.2110328911084067,1.2789173702239436,1.2997389697310882,1.306125872099823,1.3080889868330463,1.308693968734508,1.308880969351756
0.031152031322856197,0.11888819817421839,0.5970513662488517,1.1191666761178292,1.3252191266449016,1.3891400228647788,1.4086415338325786,1.4145938425646414,1.4164129761939082,1.4169698377207485,1.4171405818690945
0.03408575155864846,0.1387097961742336,0.686848908572776,1.2239943865542895,1.4231292089684446,1.4842743616491312,1.502866229809966,1.5085217409130303,1.5102435329190314,1.5107682626656775,1.5109283056665874
0.036557247410849134,0.15641373112709228,0.7625535273552273,1.3082077827078933,1.5022660511742876,1.5615139013952348,1.5794896743369704,1.5849454234193572,1.5866021878244556,1.587105626949313,1.587258643565133
0.03843157756609293,0.17043397400865498,0.8196929496760841,1.3698341837673291,1.5604728668076053,1.6184936221585116,1.6360730499250369,1.6414008314974922,1.6430161751392565,1.6435060983057777,1.6436546857752243
0.039601993349966724,0.17944218054314395,0.8551731154829761,1.4074149546060508,1.5960925888019426,1.653425047292459,1.6707828226123078,1.6760392250030007,1.6776315574715264,1.678113970435332,1.6782601183150334
0.04,0.182549124574809,0.867195904660691,1.4200444899528937,1.608084117916545,1.6651948220421373,1.682481282194441,1.6877147469274953,1.6892997002984158,1.6897797025496037,1.6899250732597173
0.03960199334996672,0.17944218054314393,0.8551731154829758,1.4074149546060504,1.5960925888019422,1.6534250472924585,1.6707828226123074,1.6760392250030005,1.6776315574715264,1.6781139704353316,1.6782601183150327
0.03843157756609293,0.17043397400865495,0.8196929496760836,1.3698341837673282,1.560472866807605,1.618493622158511,1.6360730499250362,1.6414008314974917,1.6430161751392558,1.643506098305777,1.6436546857752234
